program_code,region,model_line,my,term_months,model_code,model_description,bonus_cash,apr_tier_1,apr_tier_2,apr_tier_3,apr_tier_4,apr_tier_5,apr_tier_6,apr_tier_7,apr_tier_8
H700,MS,IONIQ 5,2025,24,51412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,51462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,24,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,50462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,51462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,25-36,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,50462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,51462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,37-48,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,50462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,51462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,49-60,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0499,0.0599,0.0699,0.0849
H700,MS,IONIQ 5,2025,61-72,50402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,50462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51402REZ,4dr Wgn SE (Standard Range),0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51412AEZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51412REZ,4dr Wgn SE,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51442AEZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51442REZ,4dr Wgn SEL,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51452AEZ,4dr Wgn XRT,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51462AEZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,51462REZ,4dr Wgn Limited,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,61-72,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0,0,0.0199,0.0299,0.0849,0.0949,0.1049,0.1149
H700,MS,IONIQ 5,2025,73-84,50402REZ,4dr Wgn SE (Standard Range),0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50412AEZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50412REZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50442AEZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50442REZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50452AEZ,4dr Wgn XRT,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50462AEZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,50462REZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,504C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51402REZ,4dr Wgn SE (Standard Range),0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51412AEZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51412REZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51442AEZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51442REZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51452AEZ,4dr Wgn XRT,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51462AEZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,51462REZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5,2025,73-84,514C2AEZ,4dr Wgn XRT w/ Tow Hitch,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 5 N,2025,24,5N4A2AEZ,4dr Wgn N,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 5 N,2025,25-36,5N4A2AEZ,4dr Wgn N,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 5 N,2025,37-48,5N4A2AEZ,4dr Wgn N,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 5 N,2025,49-60,5N4A2AEZ,4dr Wgn N,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 5 N,2025,61-72,5N4A2AEZ,4dr Wgn N,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 6,2025,24,A0412AEZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0412REZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0442AEZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0442REZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0462AEZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0462REZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,24,A0492REZ,4dr Wgn SE (Standard Range),0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 6,2025,25-36,A0412AEZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0412REZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0442AEZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0442REZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0462AEZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0462REZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,25-36,A0492REZ,4dr Wgn SE (Standard Range),0,0,0,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,IONIQ 6,2025,37-48,A0412AEZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0412REZ,4dr Wgn SE,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0442AEZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0442REZ,4dr Wgn SEL,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0462AEZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0462REZ,4dr Wgn Limited,0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,37-48,A0492REZ,4dr Wgn SE (Standard Range),0,0,0,0.0299,0.0399,0.0599,0.0799,0.0899,0.1099
H700,MS,IONIQ 6,2025,49-60,A0412AEZ,4dr Wgn SE,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0412REZ,4dr Wgn SE,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0442AEZ,4dr Wgn SEL,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0442REZ,4dr Wgn SEL,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0462AEZ,4dr Wgn Limited,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0462REZ,4dr Wgn Limited,0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,49-60,A0492REZ,4dr Wgn SE (Standard Range),0,0.0199,0.0199,0.0349,0.0499,0.0699,0.0899,0.0999,0.1199
H700,MS,IONIQ 6,2025,61-72,A0412AEZ,4dr Wgn SE,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0412REZ,4dr Wgn SE,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0442AEZ,4dr Wgn SEL,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0442REZ,4dr Wgn SEL,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0462AEZ,4dr Wgn Limited,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0462REZ,4dr Wgn Limited,0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,61-72,A0492REZ,4dr Wgn SE (Standard Range),0,0.0399,0.0399,0.0449,0.0599,0.0899,0.1049,0.1149,0.1199
H700,MS,IONIQ 6,2025,73-84,A0412AEZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0412REZ,4dr Wgn SE,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0442AEZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0442REZ,4dr Wgn SEL,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0462AEZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0462REZ,4dr Wgn Limited,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 6,2025,73-84,A0492REZ,4dr Wgn SE (Standard Range),0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 9,2026,24,74412REZ,S RWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,24,74432AEZ,SE AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,24,74452AEZ,SEL AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,24,74472AEZ,Performance Limited AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,24,74492AEZ,Performance Calligraphy AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,25-36,74412REZ,S RWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,25-36,74432AEZ,SE AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,25-36,74452AEZ,SEL AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,25-36,74472AEZ,Performance Limited AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,25-36,74492AEZ,Performance Calligraphy AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,37-48,74412REZ,S RWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,37-48,74432AEZ,SE AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,37-48,74452AEZ,SEL AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,37-48,74472AEZ,Performance Limited AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,37-48,74492AEZ,Performance Calligraphy AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,49-60,74412REZ,S RWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,49-60,74432AEZ,SE AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,49-60,74452AEZ,SEL AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,49-60,74472AEZ,Performance Limited AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,49-60,74492AEZ,Performance Calligraphy AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0899
H700,MS,IONIQ 9,2026,61-72,74412REZ,S RWD,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 9,2026,61-72,74432AEZ,SE AWD,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 9,2026,61-72,74452AEZ,SEL AWD,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 9,2026,61-72,74472AEZ,Performance Limited AWD,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 9,2026,61-72,74492AEZ,Performance Calligraphy AWD,0,0.0299,0.0299,0.0399,0.0499,0.0699,0.0799,0.0899,0.0999
H700,MS,IONIQ 9,2026,73-84,74412REZ,S RWD,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 9,2026,73-84,74432AEZ,SE AWD,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 9,2026,73-84,74452AEZ,SEL AWD,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 9,2026,73-84,74472AEZ,Performance Limited AWD,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,IONIQ 9,2026,73-84,74492AEZ,Performance Calligraphy AWD,0,0.0699,0.0699,0.0799,0.0849,,,,
H700,MS,KONA,2026,24,Q1402A45,SE AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1402F45,SE FWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1412A45,SEL Sport AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1412F45,SEL Sport FWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1422AT5,SEL Premium AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1422FT5,SEL Premium FWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1492AT5,Limited AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q1492FT5,Limited FWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q14J2A45,SEL Sport AWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
H700,MS,KONA,2026,24,Q14J2F45,SEL Sport FWD,0,0.0199,0.0199,0.0299,0.0399,0.0599,0.0699,0.0799,0.0999
